Date,Time,Year,Manufacturer,Contributory Factors,Phase of Flight,Crash Location,Departure,Destination,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground
4/14/1953,222,1953,Douglas/McDonnell Douglas,"Mechanical/System Failure, Maintenance Issues, Intentional Act/Attack",Other/Unknown,"Selleck, Washington",Spokane,Ellenburgh,25,22,3,7,5,2,0
4/14/1953,,1953,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Guwahati, India",Guwahati,Calcutta,3,0,3,3,0,3,0
4/16/1953,,1953,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"NW of Hanoi, Vietnam",Hanoi,Na San,30,27,3,30,27,3,0
4/20/1953,2308,1953,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"San Francisco Bay, California",Los Angeles,San Francisco,10,5,5,8,4,4,0
5/2/1953,1635,1953,Bombardier/De Havilland,Weather Related,On Ground,"Near Jalalogori, West Bengal, India",Calcutta,Delhi,43,37,6,43,37,6,0
5/9/1953,128,1953,Douglas/McDonnell Douglas,"Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"New Delhi, India",Delh,Ahmedabad,18,13,5,18,13,5,0
5/11/1953,,1953,Other,Other/Undetermined,Other/Unknown,"Prince Rupert, BC, Canada",Sandpit,Prince Rupert,19,16,3,2,1,1,0
5/17/1953,1415,1953,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Near Marshall, Texas",Dallas,Shreveport,20,17,3,19,16,3,0
5/24/1953,418,1953,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Landing/Approach,"St. Louis, Missouri",Teterboro,Saint Louis,7,2,5,6,1,5,
5/25/1953,1530,1953,Other,Other/Undetermined,Landing/Approach,"Amsterdam, Netherlands",Amsterdam,Paris,34,28,6,0,0,0,2
5/27/1953,350,1953,Other,Other/Undetermined,Other/Unknown,"Goose Wade, Russia",Krasnoyarsk,Novosibirsk,20,16,11,20,16,11,0
6/14/1953,1635,1953,Ilyushin,Weather Related,Other/Unknown,"Near  Zugdidi, Georgia",Krasnodar,Tbilisi,18,12,6,18,12,6,0
6/15/1953,,1953,Lockheed,"Mechanical/System Failure, Fire/Smoke Onboard",Other/Unknown,"Near Reo Copiapo, Chile",CopiapÃ³,Santiago,7,5,2,7,5,2,0
6/15/1953,,1953,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"San Ramon Mtns., Costa Rica",Palmar Sur,San Isidoro,17,14,3,9,6,3,0
6/16/1953,,1953,Douglas/McDonnell Douglas,"Intentional Act/Attack, Fire/Smoke Onboard",Other/Unknown,"Mount Phou-Lassy, French Indo-China",Vientiane,Saigon,34,31,3,34,31,3,0
6/17/1953,2200,1953,Lockheed,Other/Undetermined,Landing/Approach,"Sao Paulo, Brazil",London,Bueno Aires,17,10,7,17,10,7,0
7/12/1953,841,1953,Douglas/McDonnell Douglas,"Weather Related, Intentional Act/Attack",En route/Cruise,"Pacific Ocean, 325 miles east of Wake Island",Wake Island,Honolulu,58,50,8,58,50,8,0
8/3/1953,228,1953,Lockheed,Mechanical/System Failure,Other/Unknown,"Off Fethiye Point, Turkey",Rome,Beirut,42,34,8,4,4,0,0
8/3/1953,2237,1953,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",On Ground,"Sharjah, United Arab Emirates",Karachi,Jeddah,25,21,4,1,1,0,0
8/18/1953,,1953,Other,Other/Undetermined,Other/Unknown,"Near San Diego, California",,,2,0,2,2,0,2,0
9/1/1953,2330,1953,Lockheed,Weather Related,Landing/Approach,"Near Barcelonnette, France",Paris,Nice,42,33,9,42,33,9,0
9/1/1953,1842,1953,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Vail, Washington",Fort Ord,McChord,21,19,2,21,19,2,0
9/8/1953,1316,1953,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"San Andres, Honduras",San Pedro,San Andres,3,0,3,3,0,3,0
9/14/1953,,1953,Douglas/McDonnell Douglas,"Weather Related, Collision",Landing/Approach,"Chablekal, Mexico",Campeche,Mérida,2,0,2,1,0,1,0
9/16/1953,834,1953,Other,"Weather Related, Takeoff/Landing Incident, Collision",Landing/Approach,"Albany, New York",Boston,Hartford,28,25,3,28,25,3,0
9/25/1953,1010,1953,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Ankara, Turkey",Ankara,Van,21,16,5,5,1,4,0
9/28/1953,1618,1953,Other,"Mechanical/System Failure, Maintenance Issues, Loss of Control In-Flight (LOC-I)",Takeoff/Initial Climb,"Louisville, Kentucky",Philadelphia,Louisville,41,38,3,25,22,3,0
10/14/1953,1454,1953,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Takeoff/Initial Climb,"Frankfurt, Germany",Salzburg,Frankfurt,44,40,4,44,40,4,0
10/17/1953,,1953,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Lai Chau, Vietnam",,,7,0,7,2,0,2,0
10/19/1953,56,1953,Lockheed,Weather Related,Takeoff/Initial Climb,"New York City, New York",New York City,San Juan,27,22,5,2,2,0,0
10/19/1953,710,1953,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Monterrey, Mexico",Monterrey,Falcon Dam,21,18,3,21,18,3,0
10/27/1953,1118,1953,Ilyushin,"Weather Related, Loss of Control In-Flight (LOC-I)",On Ground,"Near Magadan, Russia",Magadan,Okhotsk,32,27,5,22,17,5,
10/29/1953,844,1953,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Landing/Approach,"Near Half Moon Bay, California",Sydney,Honolulu,19,11,8,19,11,8,0
10/31/1953,30,1953,Other,"Weather Related, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Landing/Approach,"Kharkov. Ukraine, Russia",Rostov-on-Don,Kharkiv,16,11,5,15,10,5,0
11/3/1953,,1953,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Tarabuco, Bolivia",Camiri,Sucre,28,25,3,28,25,3,0
12/4/1953,1700,1953,Other,Weather Related,En route/Cruise,"Near Guaderrama, Spain",Bilbao,Madrid,33,28,5,23,22,1,0
12/15/1953,,1953,Other,Other/Undetermined,Other/Unknown,"	Tecpan Mt., Guatemala",Brownsville,Guatemala City,2,0,2,2,0,2,0
12/15/1953,,1953,Other,Takeoff/Landing Incident,Takeoff/Initial Climb,"Near Cairo, Egypt",Cairo,Luxor,6,5,1,6,5,1,
12/19/1953,1855,1953,Other,Weather Related,Landing/Approach,"Zurich, Switzerland",Brussels,Zurich,44,41,3,1,1,0,0
12/21/1953,,1953,Douglas/McDonnell Douglas,Other/Undetermined,Unknown,"Dah-el-Kadeeb, Syria",,,15,,,9,,,0
1/2/1954,,1954,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Herat, Afghanistan",,,21,,,21,,,0
1/5/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Lapseki, Turkey",Istanbull,Bandirma,10,5,5,4,2,2,0
1/10/1954,1105,1954,Bombardier/De Havilland,Pilot/Human Error,En route/Cruise,"Off Elba, Italy",Rome,London,35,29,6,35,29,6,0
1/11/1954,615,1954,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Manizales, Colombia",Medellin,Armenia,21,18,3,21,18,3,0
1/12/1954,1355,1954,Douglas/McDonnell Douglas,"Weather Related, Loss of Control In-Flight (LOC-I), Collision",Takeoff/Initial Climb,"Prague, Czech Republic",Prague,Ostrava,18,14,4,13,9,4,0
1/14/1954,1150,1954,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Rome, Italy","Beirut, Lebanon","Rome, Italy",16,9,7,16,9,7,0
1/20/1954,708,1954,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Kansas City, Missouri",Jackson,Kansas City,3,0,3,3,0,3,0
2/25/1954,1100,1954,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"New Delhi, India",Test flight,,3,0,3,3,0,3,0
2/26/1954,1032,1954,Other,Weather Related,Landing/Approach,"Wright, Wyoming",Salt Lake City,Cedar City,9,6,3,9,6,3,0
3/13/1954,,1954,Other,Intentional Act/Attack,Other/Unknown,"Dien Bien Phu, South Vietnam",,,,,,,,,
3/13/1954,1434,1954,Lockheed,"Pilot/Human Error, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Kallang Airport, Singapore",Australia,London,40,31,9,33,31,2,0
3/14/1954,420,1954,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Off Mackay, Australia",Mackay,Rockhampton,2,0,2,2,0,2,0
3/26/1954,,1954,Douglas/McDonnell Douglas,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Monterrey, Mexico",Mazatlan,Monterey,18,15,3,18,15,3,0
4/3/1954,1340,1954,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Takeoff/Initial Climb,"Kabassaak, Turkey",Adana,Istanbul,25,20,5,25,20,5,0
4/4/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Hanoi, Vietnam",,,4,0,4,4,0,4,0
4/8/1954,2004,1954,Bombardier/De Havilland,Pilot/Human Error,En route/Cruise,"Off Stromboli, Italy",Rome,Cairo,21,14,7,21,14,7,0
4/8/1954,1003,1954,Other,Other/Undetermined,Other/Unknown,"Moose Jaw, SK, Canada",Montreal,Vancouver,36,31,5,36,31,5,1
4/13/1954,,1954,Lockheed,"Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Xieng Kouang, Laos",,,23,20,3,16,13,3,0
4/13/1954,1310,1954,Douglas/McDonnell Douglas,Other/Undetermined,Takeoff/Initial Climb,"Batuco, Chile",Santiago,Iquique,14,9,5,14,9,5,0
4/23/1954,2125,1954,Douglas/McDonnell Douglas,Pilot/Human Error,Landing/Approach,"Sierra del Vilgo, Argentina",Mendoza,Cordoba,25,21,4,25,21,4,0
4/30/1954,918,1954,Douglas/McDonnell Douglas,"Mechanical/System Failure, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident, Collision",Takeoff/Initial Climb,"Near Calcutta, India",,,11,8,3,5,3,2,0
5/22/1954,923,1954,Douglas/McDonnell Douglas,"Mechanical/System Failure, Collision, Fuel Related",Other/Unknown,"Paraparaumu, New Zealand",Churchchrist,Paraparaumu,28,26,2,3,3,0,0
5/31/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Cipo Mountain, Brazil",Governador Valadares,Belo Horizonte,19,16,3,19,16,3,0
6/3/1954,,1954,Douglas/McDonnell Douglas,Intentional Act/Attack,On Ground,"Near Maribor, Slovenia","Blackbushe, UK","Beogard, Serbia",4,0,4,1,0,1,0
6/4/1954,1100,1954,Other,Takeoff/Landing Incident,Takeoff/Initial Climb,"Sao Paulo, Brazil",Sao Paulo,Porto Alegre,3,0,3,3,0,3,0
6/8/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Da Nang, Vietnam",Tourane,Saigon,4,2,2,4,2,2,0
6/19/1954,2300,1954,Other,Other/Undetermined,Other/Unknown,"Off Folkestone, England",Geneva,London,9,5,4,3,3,0,0
8/8/1954,1540,1954,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near McGrath, Alaska",McGrath,Colorado Creek,2,0,2,2,0,2,0
8/9/1954,240,1954,Lockheed,"Weather Related, Pilot/Human Error, Takeoff/Landing Incident",Takeoff/Initial Climb,"Terceira Island, Azores, Portugal","Lajes, Azores",Bermuda,30,21,9,30,21,9,0
8/12/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,Vietnam,Saigon,Hanoi,3,0,3,3,0,3,0
8/16/1954,,1954,Other,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Near Pakse, Laos",Red River delta,Saigon,55,51,4,47,46,1,0
8/22/1954,1703,1954,Douglas/McDonnell Douglas,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Near Mason City, Iowa",Memphis,Minneapolis,19,16,3,12,10,2,0
8/23/1954,1135,1954,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Off IJuuiden, North Sea",Shannon,Amsterdam,21,12,9,21,12,9,0
8/26/1954,1050,1954,Other,Other/Undetermined,Other/Unknown,"Sakhalin Oblast, Russia",Khabarovsk,Yuzhno-Sakhalinsk,27,22,5,26,21,5,1
9/12/1954,2008,1954,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Off Rio de Janeiro, Brazil",Sao Paulo,Rio de Janeiro,26,22,4,6,6,0,0
9/15/1954,,1954,Other,Loss of Control In-Flight (LOC-I),Other/Unknown,"Cairo, Egypt",Test,,4,0,4,3,0,3,0
9/27/1954,57,1954,Ilyushin,"Weather Related, Pilot/Human Error, Takeoff/Landing Incident",Landing/Approach," Novosibirsk, Russia",Krasnoyarsk,Novosibirsk,29,24,5,29,24,5,0
10/28/1954,10,1954,Ilyushin,"Weather Related, Pilot/Human Error",En route/Cruise," Krasnoyarsk Territory, Russia",Krasnoyarsk,Irkutsk,16,13,3,16,13,3,0
10/31/1954,1510,1954,Other,Takeoff/Landing Incident,Takeoff/Initial Climb,"Mangalore, Australia",Training,,8,0,8,3,0,3,0
11/16/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Jirishanga,Cerro de Pasco, Peru",Pucallpa,Lima,24,21,3,24,21,3,0
11/30/1954,1115,1954,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Landing/Approach,"Berlin, New Hampshire",Boston,Concord,7,3,4,2,0,2,0
12/4/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Luang Pragang, Laos",Luang Prabang,Nam Tha,29,25,4,29,25,4,0
12/12/1954,2304,1954,Douglas/McDonnell Douglas,Mechanical/System Failure,Landing/Approach,"Bratislava, Slovakia",Prague,Brno,4,0,4,4,0,4,0
12/18/1954,1400,1954,Douglas/McDonnell Douglas,"Pilot/Human Error, Takeoff/Landing Incident",Landing/Approach,"New York, New York",Rome,New York City,32,22,10,26,16,10,0
12/18/1954,,1954,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Near Bolivar, Venezuela",Bolivar,Tumeremo,2,0,2,2,0,2,0
12/22/1954,2300,1954,Douglas/McDonnell Douglas,Weather Related,Other/Unknown,"Pittsburgh, Pennsylvania",Newark,Pittsburgh,28,23,5,10,9,1,0
12/25/1954,,1954,Boeing,"Pilot/Human Error, Takeoff/Landing Incident",Landing/Approach,"Prestwick, Ayrshire, Scotland",London,Prestwick,36,25,11,28,24,4,0
12/31/1954,,1954,Ilyushin,Takeoff/Landing Incident,Takeoff/Initial Climb,"Irkutsk, Russia",Beijing- Irkutsk,Tashkent,17,14,3,17,14,3,0
1/12/1955,905,1955,Other,Collision,On Ground,"Greater Cincinnati Airport, Covington, Kentucky",Cincinnati,Cleveland,15,10,5,15,10,5,0
1/15/1955,5,1955,Other,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"London, Ontario, Canada",Windsor,Toronto,5,3,2,1,1,0,0
1/19/1955,1625,1955,Other,"Maintenance Issues, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Des Moines, Iowa",Newark,Des Moines,39,36,3,0,0,0,0
1/31/1955,,1955,Other,Other/Undetermined,Other/Unknown,"Lapadrera, Colombia",Bogota,Villavicencio,5,4,1,5,4,1,0
2/2/1955,350,1955,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Takeoff/Initial Climb,"Nagpur, India",Nagpur,Delhi,10,6,4,10,6,4,0
2/5/1955,1004,1955,Other,"Pilot/Human Error, Mechanical/System Failure",Other/Unknown,"Near Calabar, Nigeria",Enugu,Calabar,13,9,4,13,9,4,0
2/13/1955,1953,1955,Douglas/McDonnell Douglas,Other/Undetermined,Landing/Approach,"Abruzzio Mountains, Italy",Brussels,Rome,29,21,8,29,21,8,0
2/23/1955,920,1955,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Salisbury,  Zimbabwe",Salisbury,Lusaka,26,21,5,1,0,1,0
2/26/1955,1550,1955,Bombardier/De Havilland,Mechanical/System Failure,On Ground,"Formosa, Argentina",,,7,4,3,6,4,2,
3/6/1955,,1955,Douglas/McDonnell Douglas,"Pilot/Human Error, Takeoff/Landing Incident, Collision",Landing/Approach,"Vitoria da Conquista, Brazil",,,21,18,3,5,4,1,0
3/7/1955,,1955,Lockheed,Mechanical/System Failure,Other/Unknown,"Near Cuidad de Valles, Mexic",Tampico,Mexico City,6,4,2,6,4,2,
3/8/1955,1340,1955,Douglas/McDonnell Douglas,Other/Undetermined,On Ground,"Mascota, Mexico",Puerto Vallarta,Talpa de Allende,26,23,3,26,23,3,0
3/9/1955,1515,1955,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Trujillo, Colombia",Condoto,Cali,8,5,3,8,5,3,0
3/20/1955,2236,1955,Other,Mechanical/System Failure,Landing/Approach,"Springfield, Missouri",Newark,Chicago,35,32,3,13,11,2,0
3/26/1955,1112,1955,Boeing,Mechanical/System Failure,En route/Cruise,Off the Oregon coast,Portland,Honolulu,23,15,8,4,2,2,0
4/2/1955,,1955,Other,Weather Related,En route/Cruise,"Off Pensacola, Florida","Mobile, AL","Macon, GA",2,0,2,2,0,2,0
4/4/1955,1555,1955,Douglas/McDonnell Douglas,Mechanical/System Failure,On Ground,"Islip, New York",Training,,3,0,3,3,0,3,0
4/11/1955,1730,1955,Lockheed,"Weather Related, Mechanical/System Failure, Intentional Act/Attack, Fire/Smoke Onboard, Explosion/Decompression",On Ground,"Off Great Natuna Island, Sarawak",Hong Kong,Jakarta,19,11,8,19,11,8,0
4/18/1955,,1955,Bombardier/De Havilland,Other/Undetermined,Other/Unknown,"Kupe Mountains, Cameroons",Yaounde,Douala,14,10,4,12,9,3,0
5/18/1955,1156,1955,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Mt. Kilimanjaro, Kenya",Dar-es-Salaam,Nairobi,20,16,4,20,16,4,0
5/21/1955,,1955,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Off Barcelona, Venezuela",Caracas,Barcelona,16,13,3,4,4,0,0
5/26/1955,1427,1955,Other,"Mechanical/System Failure, Takeoff/Landing Incident, Collision",Takeoff/Initial Climb,"Edmonton, Alberta, Canada",,,2,0,2,2,0,2,0
6/3/1955,,1955,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Fort Lamy, Cameroon",Douala,Fort Lamy,3,0,3,3,0,3,0
6/16/1955,115,1955,Lockheed,"Pilot/Human Error, Mechanical/System Failure",Landing/Approach,"Near Asuncion, Paraguay",Sao Paulo,Asuncion,24,14,10,16,9,7,0
6/18/1955,,1955,Other,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident, Collision",Takeoff/Initial Climb,"Leon, Mexico",Leon,Mexico City,39,36,3,18,18,0,0
7/14/1955,1545,1955,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Oaxaca, Mexico",Acapulco,Oaxaca,22,19,3,22,19,3,0
7/17/1955,624,1955,Other,"Pilot/Human Error, Mechanical/System Failure",Landing/Approach,"Chicago, Illinois","Kansas City, MO",Chicago,43,40,3,22,20,2,0
7/27/1955,738,1955,Lockheed,"Weather Related, Intentional Act/Attack",Other/Unknown,"Near Petrich, Bulgaria",London,Paris,58,51,7,58,51,7,0
8/5/1955,1518,1955,Other,"Mechanical/System Failure, Fire/Smoke Onboard, Fuel Related",Other/Unknown,"Near Voronezh, Russia",Starllingrad,Moscow.,25,20,5,25,20,5,0
8/26/1955,800,1955,Douglas/McDonnell Douglas,Other/Undetermined,En route/Cruise,"Caparao Mountain, Brazil",Rio de Janeiro,Caravelas,13,9,4,13,9,4,0
8/30/1955,,1955,Douglas/McDonnell Douglas,Loss of Control In-Flight (LOC-I),On Ground,"Simra, Nepal",,,3,0,3,2,0,2,0
9/2/1955,,1955,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Lanywa, Burma (Myanmar)",Meiktila,Lanywa,12,9,3,12,9,3,0
9/8/1955,757,1955,Douglas/McDonnell Douglas,"Mechanical/System Failure, Loss of Control In-Flight (LOC-I), Takeoff/Landing Incident",Takeoff/Initial Climb,"Burbank, California",Burbank,Oakland,33,30,3,2,0,2,1
9/10/1955,,1955,Other,Other/Undetermined,Other/Unknown,"Near Banyo, Cameroon",Lac LérÃ¨,Douala,16,8,8,16,8,8,0
9/17/1955,50,1955,Other,Mechanical/System Failure,En route/Cruise,"Near Thorhild, Alberta, Canada",Edmonton,Yellowknife,6,4,2,2,1,1,0
9/22/1955,23,1955,Other,"Weather Related, Pilot/Human Error, Mechanical/System Failure, Takeoff/Landing Incident, Collision",Landing/Approach,"Idris, Libya",Rome,Tripoli,47,40,7,15,13,2,0
9/24/1955,2048,1955,Douglas/McDonnell Douglas,Mechanical/System Failure,Other/Unknown,"Pacific Ocean (1,000 miles west of Honolulu, HI)",Wake Island,Honolulu,5,0,5,3,0,3,0
9/29/1955,1310,1955,Other,Fuel Related,Other/Unknown,"Yellowknife, Northwest Territory, Canada",Shepard Bay -Yellowknife,,2,0,2,1,0,1,0
10/2/1955,,1955,Douglas/McDonnell Douglas,"Mechanical/System Failure, Fire/Smoke Onboard, Takeoff/Landing Incident",Landing/Approach,"Pico Oiriruma-Vinac, Peru",Lima,Cuzco,35,31,4,19,15,4,0
10/6/1955,726,1955,Douglas/McDonnell Douglas,Pilot/Human Error,En route/Cruise,"Near Centennial, Wyoming",Denver,Salt Lake City,66,63,3,66,63,3,0
10/10/1955,1540,1955,Other,Pilot/Human Error,Landing/Approach," Near Vienna, Austria",Beograd,Wien,29,25,4,7,6,1,0
11/1/1955,1903,1955,Douglas/McDonnell Douglas,Intentional Act/Attack,On Ground,"Longmont, Colorado",Denver,Portland,44,39,5,44,39,5,0
11/17/1955,2359,1955,Douglas/McDonnell Douglas,"Mechanical/System Failure, Maintenance Issues, Takeoff/Landing Incident",Takeoff/Initial Climb,"Seattle, Washingon",Seattle,Newark,74,70,4,28,27,1,0
12/1/1955,657,1955,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident, Collision",Landing/Approach,"Belem, Brazil",Belem,Barreiras,6,4,2,6,4,2,0
12/9/1955,1207,1955,Other,Other/Undetermined,En route/Cruise,"Khabarovsk Territory, Russia",Yuzhno-Sakhalinsk,Khabarovsk,21,16,5,21,16,5,0
12/17/1955,2040,1955,Other,Mechanical/System Failure,Other/Unknown,"Hollywood, South Carolina",New York,Miami,2,0,2,2,0,2,0
12/19/1955,,1955,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Takeoff/Initial Climb,"Sao Paulo, Brazil",Sao Paulo,Belem,26,,,26,,,0
12/21/1955,343,1955,Lockheed,"Weather Related, Takeoff/Landing Incident",Landing/Approach,"Jacksonville, Florida",Miami,Jacksonville,17,12,5,17,12,5,0
1/12/1956,340,1956,Douglas/McDonnell Douglas,Mechanical/System Failure,Landing/Approach,"Frederick Henry Bay,  Australia",Melbourne,Hobart,2,0,2,1,0,1,0
1/17/1956,52,1956,Douglas/McDonnell Douglas,"Mechanical/System Failure, Takeoff/Landing Incident",Landing/Approach,"Oreway, Newfoundland, Canada",Knob Lake,Oreway,18,15,3,4,1,3,0
1/18/1956,1449,1956,Douglas/McDonnell Douglas,"Weather Related, Collision",Other/Unknown,"Torysa, Czechoslovakia",Bratislava,Kosice,26,23,3,22,19,3,0
1/28/1956,17,1956,Douglas/McDonnell Douglas,Weather Related,Landing/Approach,"Lyon, France",Nice,Marseille,3,0,3,3,0,3,0
2/13/1956,,1956,Other,Takeoff/Landing Incident,Takeoff/Initial Climb,"Frobisher Bay, Canada","Frobisher Bay, Baffin Island","Fort Chimo, Quebec",2,0,2,2,0,2,0
2/14/1956,,1956,Douglas/McDonnell Douglas,Other/Undetermined,Other/Unknown,"Near Fort Chimo, Quebec, Canada","Frobisher Bay, Baffin Island","Fort Chimo, Quebec",3,0,3,2,0,2,0
2/20/1956,345,1956,Douglas/McDonnell Douglas,Pilot/Human Error,Landing/Approach,"Near Cairo, Egypt",Karachi,Bahrain,64,55,9,52,49,3,0
2/24/1956,,1956,Douglas/McDonnell Douglas,"Weather Related, Mechanical/System Failure",Other/Unknown,"Near Aleppo, Syria",Aleppo,Damascus,19,16,3,19,16,3,0
2/25/1956,1455,1956,Douglas/McDonnell Douglas,Pilot/Human Error,En route/Cruise,"Jalkot, Pakistan",Gilgit,Islamabad,3,0,3,3,0,3,0
3/21/1956,,1956,Douglas/McDonnell Douglas,Takeoff/Landing Incident,Landing/Approach,"Tezpur, India",Gaughail,Tezpur,21,18,3,2,2,0,0
3/28/1956,,1956,Douglas/McDonnell Douglas,Mechanical/System Failure,Landing/Approach,"Largs, England",Liverpool,Glasgow,3,0,3,1,0,1,0
